question_id,db_id,category,technique,plan_steps,basic_sql,robust_sql,notes,exact_match,exec_match,select_precision,select_recall,select_f1,where_precision,where_recall,where_f1,group_precision,group_recall,group_f1,order_precision,order_recall,order_f1,having_precision,having_recall,having_f1
stage1_10,orchestra,filter_agg,baseline,5,SELECT Name FROM conductor ORDER BY Age DESC,"WITH capped AS (SELECT *, CASE WHEN Age > 11 THEN 11 ELSE Age END AS Age_capped FROM conductor), dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Name ORDER BY rowid DESC) AS rn FROM capped) SELECT Name FROM dedup WHERE rn = 1 ORDER BY Age_capped DESC",### NOTES | No quality-repairs required.,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
stage1_11,dog_kennels,filter_agg,baseline,4,"SELECT COUNT(*) FROM Dogs WHERE CAST(REPLACE(age, ',', '') AS REAL) < (SELECT AVG(CAST(REPLACE(age, ',', '') AS REAL)) FROM Dogs)","WITH SafeAge AS (SELECT *, MIN(CAST(REPLACE(age, ',', '') AS REAL), 9.0) AS safe_age FROM Dogs), AveragedDogs AS (SELECT AVG(safe_age) AS avg_age FROM SafeAge) SELECT COUNT(*) FROM SafeAge WHERE safe_age < (SELECT avg_age FROM AveragedDogs)",### NOTES | No quality-repairs required.,False,False,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_12,dog_kennels,filter_agg,baseline,3,"SELECT DISTINCT email_address FROM Professionals WHERE state IN ('Hawaii', 'Wisconsin')","WITH filtered AS (SELECT * FROM Professionals WHERE state IN ('Hawaii', 'Wisconsin')), dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY professional_id ORDER BY rowid DESC) AS rn FROM filtered) SELECT email_address FROM dedup WHERE rn = 1",### NOTES | No quality-repairs required.,False,True,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_13,cre_Doc_Template_Mgt,filter_agg,baseline,4,"SELECT Document_ID, Template_ID, Document_Description FROM Documents WHERE Document_Name = 'Robbin CV'","WITH base AS (SELECT * FROM Documents), dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Document_ID ORDER BY rowid DESC) AS rn FROM base) SELECT Document_ID, Template_ID, Document_Description FROM dedup WHERE rn = 1 AND Document_Name = 'Robbin CV'",### NOTES | No quality-repairs required.,False,True,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_14,concert_singer,filter_agg,baseline,4,"SELECT Location, Name FROM stadium WHERE Capacity BETWEEN 5000 AND 10000","WITH dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Stadium_ID ORDER BY rowid DESC) AS rn FROM stadium), filtered AS (SELECT * FROM dedup WHERE rn = 1 AND Capacity BETWEEN 5000 AND 10000) SELECT Location, Name FROM filtered",### NOTES | No quality-repairs required.,True,True,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_15,cre_Doc_Template_Mgt,filter_agg,baseline,3,SELECT COUNT(*) FROM Templates WHERE Template_Type_Code = 'CV',"WITH dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Template_ID ORDER BY rowid DESC) AS rn FROM Templates) SELECT COUNT(*) FROM dedup WHERE rn = 1 AND Template_Type_Code = 'CV'",### NOTES | No quality-repairs required.,False,True,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_16,employee_hire_evaluation,filter_agg,baseline,5,SELECT DISTINCT s.Name FROM shop AS s WHERE NOT EXISTS(SELECT 1 FROM hiring AS h WHERE h.Shop_ID = s.Shop_ID),"WITH shop_with_employees AS (SELECT Shop_ID FROM hiring), filtered_shops AS (SELECT s.* FROM shop AS s LEFT JOIN shop_with_employees AS sw ON s.Shop_ID = sw.Shop_ID WHERE sw.Shop_ID IS NULL) SELECT DISTINCT f.Name FROM filtered_shops AS f",### NOTES | No quality-repairs required.,False,True,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_17,cre_Doc_Template_Mgt,filter_agg,baseline,4,"SELECT Document_ID, COUNT(*) AS Paragraph_Count FROM Paragraphs GROUP BY Document_ID ORDER BY Document_ID","WITH base AS (SELECT * FROM Paragraphs), dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Document_ID ORDER BY rowid DESC) AS rn FROM base) SELECT Document_ID, COUNT(*) AS Paragraph_Count FROM dedup WHERE rn = 1 GROUP BY Document_ID ORDER BY Document_ID",### NOTES | No quality-repairs required.,False,False,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
stage1_18,dog_kennels,filter_agg,baseline,4,"SELECT date_arrived, date_departed FROM Dogs","SELECT date_arrived, date_departed FROM Dogs",### NOTES | No quality-repairs required.,True,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_19,orchestra,filter_agg,baseline,3,SELECT COUNT(DISTINCT Nationality) AS Number_of_Different_Nationalities FROM conductor,"WITH dedup AS (SELECT Nationality, ROW_NUMBER() OVER (PARTITION BY Nationality ORDER BY rowid DESC) AS rn FROM conductor) SELECT COUNT(DISTINCT Nationality) AS Number_of_Different_Nationalities FROM dedup WHERE rn = 1",### NOTES | No quality-repairs required.,False,False,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_20,cre_Doc_Template_Mgt,filter_agg,baseline,5,"SELECT Template_ID, COUNT(*) AS Usage_Count FROM Documents GROUP BY Template_ID","WITH base AS (SELECT * FROM Documents), dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Document_ID ORDER BY rowid DESC) AS rn FROM base), capped AS (SELECT *, MIN(Template_ID, 25.0) AS Template_ID_capped, MIN(Document_ID, 16514113.0) AS Document_ID_capped FROM dedup) SELECT Template_ID_capped AS Template_ID, COUNT(*) AS Usage_Count FROM capped GROUP BY Template_ID_capped",### NOTES | No quality-repairs required.,False,False,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_21,student_transcripts_tracking,filter_agg,baseline,3,"SELECT line_1, line_2 FROM Addresses","WITH Deduplicated_Addresses AS (SELECT line_1, line_2 FROM (SELECT line_1 AS line_1, line_2 AS line_2, ROW_NUMBER() OVER (PARTITION BY address_id ORDER BY address_id) AS _row_number FROM Addresses) AS _t WHERE _row_number = 1) SELECT line_1, line_2 FROM Deduplicated_Addresses",### NOTES | No quality-repairs required.,True,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_22,orchestra,filter_agg,baseline,5,SELECT Record_Company FROM orchestra ORDER BY Year_of_Founded DESC,"WITH capped AS (SELECT *, CASE WHEN Year_of_Founded > 11.0 THEN 11.0 ELSE Year_of_Founded END AS Year_of_Founded_capped FROM orchestra), dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Orchestra_ID ORDER BY rowid DESC) AS rn FROM capped) SELECT Record_Company FROM dedup WHERE rn = 1 ORDER BY Year_of_Founded_capped DESC",### NOTES | No quality-repairs required.,True,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_23,cre_Doc_Template_Mgt,filter_agg,baseline,4,"SELECT Template_Type_Code, COUNT(*) AS Number_of_Templates FROM Templates GROUP BY Template_Type_Code ORDER BY Template_Type_Code","WITH dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Template_ID ORDER BY rowid DESC) AS rn FROM Templates) SELECT Template_Type_Code, COUNT(*) AS Number_of_Templates FROM dedup WHERE rn = 1 GROUP BY Template_Type_Code ORDER BY Template_Type_Code",### NOTES | No quality-repairs required.,False,False,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
stage1_24,employee_hire_evaluation,filter_agg,baseline,4,SELECT Name FROM shop WHERE Number_products > (SELECT AVG(Number_products) FROM shop),"WITH avg_shop AS (SELECT AVG(Number_products) AS avg_num_products FROM shop), dedup_shop AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Shop_ID ORDER BY rowid DESC) AS rn FROM shop) SELECT Name FROM dedup_shop WHERE rn = 1 AND Number_products > (SELECT avg_num_products FROM avg_shop)",### NOTES | No quality-repairs required.,True,True,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_25,employee_hire_evaluation,filter_agg,baseline,6,SELECT s.Name FROM shop AS s LEFT JOIN hiring AS h ON s.Shop_ID = h.Shop_ID WHERE h.Employee_ID IS NULL,"WITH shop_dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Shop_ID ORDER BY rowid DESC) AS rn FROM shop), hiring_dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Shop_ID ORDER BY rowid DESC) AS rn FROM hiring) SELECT sd.Name FROM shop_dedup AS sd LEFT JOIN hiring_dedup AS hd ON sd.Shop_ID = hd.Shop_ID WHERE hd.Employee_ID IS NULL AND sd.rn = 1 AND hd.rn = 1",### NOTES | No quality-repairs required.,False,True,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_26,employee_hire_evaluation,filter_agg,baseline,5,SELECT SUM(Bonus) AS Total_Bonus FROM evaluation,"WITH base AS (SELECT * FROM evaluation), dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Employee_ID, Year_awarded ORDER BY rowid DESC) AS rn FROM base) SELECT SUM(Bonus) AS Total_Bonus FROM dedup WHERE rn = 1",### NOTES | No quality-repairs required.,False,False,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_27,car_1,filter_agg,baseline,5,SELECT COUNT(Id) AS CarCount FROM cars_data WHERE CAST(Horsepower AS REAL) > 150,WITH cleaned_cars_data AS (SELECT DISTINCT Id FROM cars_data) SELECT COUNT(Id) AS CarCount FROM cleaned_cars_data WHERE CAST(Horsepower AS REAL) > 150,### NOTES | No quality-repairs required.,False,False,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_28,concert_singer,filter_agg,baseline,6,"SELECT AVG(Age) AS avg_age, MIN(Age) AS min_age, MAX(Age) AS max_age FROM singer WHERE Country = 'France'","WITH dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Country ORDER BY rowid DESC) AS rn FROM singer), filtered AS (SELECT * FROM dedup WHERE rn = 1 AND Country = 'France') SELECT AVG(Age) AS avg_age, MIN(Age) AS min_age, MAX(Age) AS max_age FROM filtered",### NOTES | No quality-repairs required.,False,False,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_29,cre_Doc_Template_Mgt,filter_agg,baseline,6,"SELECT Template_ID, Version_Number, Template_Type_Code FROM Templates","WITH base AS (SELECT * FROM Templates), dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Template_ID ORDER BY rowid DESC) AS rn FROM base) SELECT Template_ID, Version_Number, Template_Type_Code FROM dedup WHERE rn = 1",### NOTES | No quality-repairs required.,True,True,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_30,cre_Doc_Template_Mgt,filter_agg,baseline,3,"SELECT Document_Name, Template_ID FROM Documents WHERE Document_Description LIKE '%w%'","WITH base AS (SELECT * FROM Documents WHERE Document_Description LIKE '%w%'), dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Document_ID ORDER BY rowid DESC) AS rn FROM base) SELECT Document_Name, Template_ID FROM dedup WHERE rn = 1",### NOTES | No quality-repairs required.,False,True,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_31,concert_singer,filter_agg,baseline,6,"SELECT AVG(Age) AS avg_age, MIN(Age) AS min_age, MAX(Age) AS max_age FROM singer WHERE Country = 'France'","WITH capped AS (SELECT *, MIN(Age, 52.0) AS Age_capped FROM singer), dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Country ORDER BY rowid DESC) AS rn FROM capped) SELECT AVG(Age_capped) AS avg_age, MIN(Age_capped) AS min_age, MAX(Age_capped) AS max_age FROM dedup WHERE rn = 1 AND Country = 'France'",### NOTES | No quality-repairs required.,False,False,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_32,dog_kennels,filter_agg,baseline,3,"SELECT DISTINCT email_address FROM Professionals WHERE state IN ('Hawaii', 'Wisconsin')","WITH filtered AS (SELECT DISTINCT email_address FROM Professionals WHERE state IN ('Hawaii', 'Wisconsin')), dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY email_address ORDER BY professional_id DESC) AS rn FROM filtered) SELECT email_address FROM dedup WHERE rn = 1",### NOTES | No quality-repairs required.,False,True,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_33,employee_hire_evaluation,filter_agg,baseline,6,"SELECT h.*, e.Name, s.Name AS Shop_Name, s.Location, s.District, s.Number_products, s.Manager_name FROM hiring AS h JOIN employee AS e ON h.Employee_ID = e.Employee_ID JOIN shop AS s ON h.Shop_ID = s.Shop_ID","WITH base_hiring AS (SELECT * FROM hiring), dedup_hiring AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Is_full_time ORDER BY rowid DESC) AS rn FROM base_hiring), cleaned_hiring AS (SELECT * FROM dedup_hiring WHERE rn = 1), capped_start_from AS (SELECT *, MIN(Start_from, 2013.0) AS Start_from_capped FROM cleaned_hiring), final_hiring AS (SELECT * FROM capped_start_from), base_employee AS (SELECT * FROM employee), base_shop AS (SELECT * FROM shop) SELECT fh.*, be.Name, bs.Name AS Shop_Name, bs.Location, bs.District, bs.Number_products, bs.Manager_name FROM final_hiring AS fh JOIN base_employee AS be ON fh.Employee_ID = be.Employee_ID JOIN base_shop AS bs ON fh.Shop_ID = bs.Shop_ID",### NOTES | No quality-repairs required.,False,False,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_34,dog_kennels,filter_agg,baseline,4,SELECT COUNT(*) FROM Owners AS o LEFT JOIN Dogs AS d ON o.owner_id = d.owner_id WHERE d.dog_id IS NULL,"WITH dedup_owners AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY owner_id ORDER BY rowid DESC) AS rn FROM Owners), filtered_dogs AS (SELECT * FROM Dogs WHERE owner_id IN (SELECT owner_id FROM dedup_owners WHERE rn = 1)) SELECT COUNT(*) FROM dedup_owners AS o LEFT JOIN filtered_dogs AS d ON o.owner_id = d.owner_id WHERE d.dog_id IS NULL",### NOTES | No quality-repairs required.,False,True,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_35,dog_kennels,group_having,baseline,6,SELECT DISTINCT d.name FROM Dogs AS d JOIN Treatments AS t ON d.dog_id = t.dog_id JOIN Charges AS c ON t.treatment_id = c.treatment_id WHERE SUM(c.charge_amount) <= 1000,"WITH DedupedOwners AS (SELECT DISTINCT owner_id, first_name, last_name, street, city, state, zip_code, email_address, home_phone, cell_number FROM Owners), DedupedDogs AS (SELECT DISTINCT dog_id, owner_id, abandoned_yn, breed_code, size_code, name, age, date_of_birth, gender, weight, date_arrived, date_adopted, date_departed FROM Dogs), DedupedTreatments AS (SELECT DISTINCT treatment_id, dog_id, professional_id, treatment_type_code, date_of_treatment, cost_of_treatment FROM Treatments), DedupedCharges AS (SELECT DISTINCT charge_id, charge_type, charge_amount FROM Charges) SELECT DISTINCT dd.name FROM DedupedDogs AS dd JOIN DedupedTreatments AS dt ON dd.dog_id = dt.dog_id JOIN DedupedCharges AS dc ON dt.treatment_id = dc.treatment_id WHERE SUM(dc.charge_amount) <= 1000",### NOTES | No quality-repairs required.,False,False,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_36,employee_hire_evaluation,group_having,baseline,6,SELECT City FROM employee WHERE Age < 30 GROUP BY City HAVING COUNT(Employee_ID) > 1,"WITH dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Employee_ID ORDER BY rowid DESC) AS rn FROM employee), filtered AS (SELECT * FROM dedup WHERE rn = 1 AND Age < 30) SELECT City FROM filtered GROUP BY City HAVING COUNT(Employee_ID) > 1",### NOTES | No quality-repairs required.,False,True,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
stage1_37,dog_kennels,group_having,baseline,6,"SELECT DISTINCT d.name FROM Dogs AS d JOIN Treatments AS t ON d.dog_id = t.dog_id GROUP BY d.dog_id, d.name HAVING SUM(t.cost_of_treatment) <= 1000","WITH DedupedTreatments AS (SELECT DISTINCT treatment_id, dog_id, professional_id, treatment_type_code, date_of_treatment, cost_of_treatment FROM Treatments), DedupedDogs AS (SELECT DISTINCT dog_id, owner_id, breed_code, size_code, name, age, date_of_birth, gender, weight, date_arrived, date_adopted, date_departed FROM Dogs) SELECT DISTINCT dd.name FROM DedupedDogs AS dd JOIN DedupedTreatments AS dt ON dd.dog_id = dt.dog_id GROUP BY dd.dog_id, dd.name HAVING SUM(dt.cost_of_treatment) <= 1000",### NOTES | No quality-repairs required.,False,False,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
stage1_38,cre_Doc_Template_Mgt,group_having,baseline,5,SELECT Template_ID FROM Documents GROUP BY Template_ID HAVING COUNT(*) > 1,"WITH dedup_docs AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Document_ID ORDER BY rowid DESC) AS rn FROM Documents) SELECT Template_ID FROM dedup_docs WHERE rn = 1 GROUP BY Template_ID HAVING COUNT(*) > 1",### NOTES | No quality-repairs required.,True,True,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_39,cre_Doc_Template_Mgt,group_having,baseline,5,SELECT Document_ID FROM Paragraphs GROUP BY Document_ID HAVING COUNT(*) >= 2,"WITH dedup_paragraphs AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Document_ID ORDER BY rowid DESC) AS rn FROM Paragraphs), filtered_paragraphs AS (SELECT Document_ID FROM dedup_paragraphs GROUP BY Document_ID HAVING COUNT(*) >= 2) SELECT * FROM filtered_paragraphs",### NOTES | No quality-repairs required.,True,True,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_40,cre_Doc_Template_Mgt,group_having,baseline,5,SELECT Document_ID FROM Paragraphs GROUP BY Document_ID HAVING COUNT(*) BETWEEN 1 AND 2,"WITH dedup_paragraphs AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Document_ID ORDER BY rowid DESC) AS rn FROM Paragraphs), filtered_paragraphs AS (SELECT Document_ID FROM dedup_paragraphs GROUP BY Document_ID HAVING COUNT(*) BETWEEN 1 AND 2) SELECT DISTINCT Document_ID FROM filtered_paragraphs",### NOTES | No quality-repairs required.,True,True,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_41,cre_Doc_Template_Mgt,group_having,baseline,5,SELECT Template_Type_Code FROM Templates GROUP BY Template_Type_Code HAVING COUNT(*) < 3,"WITH base AS (SELECT * FROM Templates), dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Template_ID ORDER BY rowid DESC) AS rn FROM base) SELECT DISTINCT Template_Type_Code FROM dedup WHERE rn = 1 GROUP BY Template_Type_Code HAVING COUNT(*) < 3",### NOTES | No quality-repairs required.,True,True,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_42,cre_Doc_Template_Mgt,group_having,baseline,5,SELECT Document_ID FROM Paragraphs GROUP BY Document_ID HAVING COUNT(*) BETWEEN 1 AND 2,"WITH dedup_paragraphs AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Document_ID ORDER BY rowid DESC) AS rn FROM Paragraphs), filtered_paragraphs AS (SELECT Document_ID FROM dedup_paragraphs GROUP BY Document_ID HAVING COUNT(*) BETWEEN 1 AND 2) SELECT Document_ID FROM filtered_paragraphs",### NOTES | No quality-repairs required.,True,True,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_43,cre_Doc_Template_Mgt,group_having,baseline,5,SELECT Template_ID FROM Documents GROUP BY Template_ID HAVING COUNT(*) > 1,"WITH dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Document_ID ORDER BY rowid DESC) AS rn FROM Documents) SELECT Template_ID FROM dedup WHERE rn = 1 GROUP BY Template_ID HAVING COUNT(*) > 1",### NOTES | No quality-repairs required.,True,True,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_44,employee_hire_evaluation,group_having,baseline,6,SELECT City FROM employee WHERE Age < 30 GROUP BY City HAVING COUNT(Employee_ID) > 1,"WITH filtered AS (SELECT City FROM employee WHERE Age < 30), deduplicated AS (SELECT DISTINCT City FROM filtered) SELECT City FROM deduplicated GROUP BY City HAVING COUNT(City) > 1",### NOTES | No quality-repairs required.,False,True,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
