question_id,db_id,category,technique,plan_steps,basic_sql,robust_sql,notes,exact_match,exec_match,select_precision,select_recall,select_f1,where_precision,where_recall,where_f1,group_precision,group_recall,group_f1,order_precision,order_recall,order_f1,having_precision,having_recall,having_f1
stage1_10,orchestra,filter_agg,cot,4,SELECT Name FROM conductor ORDER BY Age DESC,"WITH capped AS (SELECT *, CASE WHEN Age > 11 THEN 11 ELSE Age END AS Age_capped FROM conductor), dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Conductor_ID ORDER BY rowid DESC) AS rn FROM capped) SELECT Name FROM dedup WHERE rn = 1 ORDER BY Age_capped DESC",### NOTES | No quality-repairs required.,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
stage1_11,dog_kennels,filter_agg,cot,4,"SELECT COUNT(*) FROM Dogs WHERE CAST(REPLACE(age, ',', '') AS REAL) < (SELECT AVG(CAST(REPLACE(age, ',', '') AS REAL)) FROM Dogs)","WITH SafeAge AS (SELECT MIN(CAST(REPLACE(age, ',', '') AS REAL)) AS min_age, MAX(CAST(REPLACE(age, ',', '') AS REAL)) AS max_age FROM Dogs), FilteredDogs AS (SELECT * FROM Dogs WHERE CAST(REPLACE(age, ',', '') AS REAL) BETWEEN (SELECT min_age FROM SafeAge) AND (SELECT max_age FROM SafeAge)), DedupDogs AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY dog_id ORDER BY rowid DESC) AS rn FROM FilteredDogs) SELECT COUNT(*) FROM DedupDogs WHERE rn = 1",### NOTES | No quality-repairs required.,False,False,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_12,dog_kennels,filter_agg,cot,4,"SELECT DISTINCT email_address FROM Professionals WHERE state IN ('Hawaii', 'Wisconsin')","WITH filtered AS (SELECT * FROM Professionals WHERE state IN ('Hawaii', 'Wisconsin')), dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY professional_id ORDER BY rowid DESC) AS rn FROM filtered) SELECT DISTINCT email_address FROM dedup WHERE rn = 1",### NOTES | No quality-repairs required.,False,True,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_13,cre_Doc_Template_Mgt,filter_agg,cot,3,"SELECT Document_ID, Template_ID, Document_Description FROM Documents WHERE Document_Name = 'Robbin CV'","WITH base AS (SELECT * FROM Documents WHERE Document_Name = 'Robbin CV'), dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Document_ID ORDER BY rowid DESC) AS rn FROM base) SELECT Document_ID, Template_ID, Document_Description FROM dedup WHERE rn = 1",### NOTES | No quality-repairs required.,False,True,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_14,concert_singer,filter_agg,cot,4,"SELECT Location, Name FROM stadium WHERE Capacity BETWEEN 5000 AND 10000","WITH dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Stadium_ID ORDER BY rowid DESC) AS rn FROM stadium), filtered AS (SELECT * FROM dedup WHERE rn = 1 AND Capacity BETWEEN 5000 AND 10000) SELECT Location, Name FROM filtered",### NOTES | No quality-repairs required.,True,True,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_15,cre_Doc_Template_Mgt,filter_agg,cot,3,SELECT COUNT(*) FROM Templates WHERE Template_Type_Code = 'CV',"WITH dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Template_ID ORDER BY rowid DESC) AS rn FROM Templates) SELECT COUNT(*) FROM dedup WHERE rn = 1 AND Template_Type_Code = 'CV'",### NOTES | No quality-repairs required.,False,True,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_16,employee_hire_evaluation,filter_agg,cot,6,SELECT Name FROM shop EXCEPT SELECT T1.Name FROM shop AS T1 JOIN hiring AS T2 ON T1.Shop_ID = T2.Shop_ID,"WITH shop_dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Shop_ID ORDER BY rowid DESC) AS rn FROM shop), hiring_dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Shop_ID ORDER BY rowid DESC) AS rn FROM hiring) SELECT T1.Name FROM shop_dedup AS T1 LEFT JOIN hiring_dedup AS T2 ON T1.Shop_ID = T2.Shop_ID WHERE T2.Shop_ID IS NULL",### NOTES | No quality-repairs required.,False,False,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_17,cre_Doc_Template_Mgt,filter_agg,cot,4,"SELECT Document_ID, COUNT(*) AS Paragraph_Count FROM Paragraphs GROUP BY Document_ID ORDER BY Document_ID","WITH dedup_paragraphs AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Document_ID ORDER BY rowid DESC) AS rn FROM Paragraphs) SELECT Document_ID, COUNT(*) AS Paragraph_Count FROM dedup_paragraphs WHERE rn = 1 GROUP BY Document_ID ORDER BY Document_ID",### NOTES | No quality-repairs required.,False,False,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
stage1_18,dog_kennels,filter_agg,cot,6,"SELECT date_arrived, date_departed FROM Dogs","WITH dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY dog_id ORDER BY rowid DESC) AS rn FROM Dogs) SELECT date_arrived, date_departed FROM dedup WHERE rn = 1",### NOTES | No quality-repairs required.,True,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_19,orchestra,filter_agg,cot,4,SELECT COUNT(DISTINCT Nationality) AS Number_of_Different_Nationalities FROM conductor,"WITH dedup AS (SELECT Nationality, ROW_NUMBER() OVER (PARTITION BY Nationality ORDER BY rowid DESC) AS rn FROM conductor) SELECT COUNT(DISTINCT Nationality) AS Number_of_Different_Nationalities FROM dedup WHERE rn = 1",### NOTES | No quality-repairs required.,False,False,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_20,cre_Doc_Template_Mgt,filter_agg,cot,5,"SELECT Template_ID, COUNT(*) AS Usage_Count FROM Documents GROUP BY Template_ID","WITH dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Document_ID ORDER BY rowid DESC) AS rn FROM Documents) SELECT Template_ID, COUNT(*) AS Usage_Count FROM dedup WHERE rn = 1 GROUP BY Template_ID",### NOTES | No quality-repairs required.,False,False,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_21,student_transcripts_tracking,filter_agg,cot,6,"SELECT DISTINCT line_1, line_2 FROM Addresses","WITH Cleaned_Addresses AS (SELECT address_id, COALESCE(line_1, 'Unknown') AS line_1, COALESCE(line_2, 'Unknown') AS line_2 FROM Addresses) SELECT DISTINCT line_1, line_2 FROM Cleaned_Addresses",### NOTES | No quality-repairs required.,False,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_22,orchestra,filter_agg,cot,4,SELECT DISTINCT Record_Company FROM orchestra ORDER BY Year_of_Founded DESC,"WITH capped AS (SELECT *, CASE WHEN Year_of_Founded > 11.0 THEN 11.0 ELSE Year_of_Founded END AS Year_of_Founded_capped FROM orchestra), dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Orchestra_ID ORDER BY rowid DESC) AS rn FROM capped) SELECT DISTINCT Record_Company FROM dedup WHERE rn = 1 ORDER BY Year_of_Founded_capped DESC",### NOTES | No quality-repairs required.,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_23,cre_Doc_Template_Mgt,filter_agg,cot,4,"SELECT Template_Type_Code, COUNT(*) AS Number_of_Templates FROM Templates GROUP BY Template_Type_Code ORDER BY Template_Type_Code","WITH dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Template_ID ORDER BY rowid DESC) AS rn FROM Templates) SELECT Template_Type_Code, COUNT(*) AS Number_of_Templates FROM dedup WHERE rn = 1 GROUP BY Template_Type_Code ORDER BY Template_Type_Code",### NOTES | No quality-repairs required.,False,False,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
stage1_24,employee_hire_evaluation,filter_agg,cot,4,SELECT Name FROM shop WHERE Number_products > (SELECT AVG(Number_products) FROM shop),"WITH avg_calc AS (SELECT AVG(Number_products) AS avg_num_products FROM shop), dedup_shop AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Shop_ID ORDER BY rowid DESC) AS rn FROM shop) SELECT Name FROM dedup_shop WHERE rn = 1 AND Number_products > (SELECT avg_num_products FROM avg_calc)",### NOTES | No quality-repairs required.,True,True,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_25,employee_hire_evaluation,filter_agg,cot,4,SELECT s.Name FROM shop AS s LEFT JOIN hiring AS h ON s.Shop_ID = h.Shop_ID WHERE h.Shop_ID IS NULL,"WITH shop_dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Shop_ID ORDER BY rowid DESC) AS rn FROM shop), hiring_dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Shop_ID ORDER BY rowid DESC) AS rn FROM hiring) SELECT sd.Name FROM shop_dedup AS sd LEFT JOIN hiring_dedup AS hd ON sd.Shop_ID = hd.Shop_ID WHERE hd.Shop_ID IS NULL",### NOTES | No quality-repairs required.,False,True,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_26,employee_hire_evaluation,filter_agg,cot,5,SELECT SUM(Bonus) AS Total_Bonus FROM evaluation,"WITH base AS (SELECT * FROM evaluation), dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Employee_ID, Year_awarded ORDER BY rowid DESC) AS rn FROM base) SELECT SUM(Bonus) AS Total_Bonus FROM dedup WHERE rn = 1",### NOTES | No quality-repairs required.,False,False,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_27,car_1,filter_agg,cot,6,SELECT COUNT(Id) AS CarCount FROM cars_data WHERE CAST(Horsepower AS REAL) > 150,"WITH cleaned_cars_data AS (SELECT DISTINCT Id, CASE WHEN Horsepower IS NULL OR Horsepower = '' THEN '0' ELSE Horsepower END AS Horsepower FROM cars_data) SELECT COUNT(Id) AS CarCount FROM cleaned_cars_data WHERE CAST(Horsepower AS REAL) > 150",### NOTES | No quality-repairs required.,False,False,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_28,concert_singer,filter_agg,cot,6,"SELECT AVG(Age) AS avg_age, MIN(Age) AS min_age, MAX(Age) AS max_age FROM singer WHERE Country = 'France'","WITH dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Country ORDER BY rowid DESC) AS rn FROM singer), filtered AS (SELECT * FROM dedup WHERE rn = 1 AND Country = 'France') SELECT AVG(Age) AS avg_age, MIN(Age) AS min_age, MAX(Age) AS max_age FROM filtered",### NOTES | No quality-repairs required.,False,False,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_29,cre_Doc_Template_Mgt,filter_agg,cot,6,"SELECT Template_ID, Version_Number, Template_Type_Code FROM Templates","WITH base AS (SELECT * FROM Templates), dedup_templates AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Template_ID ORDER BY rowid DESC) AS rn FROM base), cleaned_templates AS (SELECT * FROM dedup_templates WHERE rn = 1) SELECT Template_ID, Version_Number, Template_Type_Code FROM cleaned_templates",### NOTES | No quality-repairs required.,True,True,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_30,cre_Doc_Template_Mgt,filter_agg,cot,4,"SELECT Document_Name, Template_ID FROM Documents WHERE Document_Description LIKE '%w%'","WITH base AS (SELECT * FROM Documents), dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Document_ID ORDER BY rowid DESC) AS rn FROM base) SELECT Document_Name, Template_ID FROM dedup WHERE rn = 1 AND Document_Description LIKE '%w%'",### NOTES | No quality-repairs required.,False,True,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_31,concert_singer,filter_agg,cot,6,"SELECT AVG(Age) AS avg_age, MIN(Age) AS min_age, MAX(Age) AS max_age FROM singer WHERE Country = 'France'","WITH dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Country ORDER BY rowid DESC) AS rn FROM singer), filtered AS (SELECT * FROM dedup WHERE rn = 1 AND Country = 'France') SELECT AVG(Age) AS avg_age, MIN(Age) AS min_age, MAX(Age) AS max_age FROM filtered",### NOTES | No quality-repairs required.,False,False,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_32,dog_kennels,filter_agg,cot,4,"SELECT DISTINCT email_address FROM Professionals WHERE state IN ('Hawaii', 'Wisconsin')","WITH dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY professional_id ORDER BY rowid DESC) AS rn FROM Professionals), filtered AS (SELECT * FROM dedup WHERE rn = 1 AND state IN ('Hawaii', 'Wisconsin')) SELECT DISTINCT email_address FROM filtered",### NOTES | No quality-repairs required.,False,True,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_33,employee_hire_evaluation,filter_agg,cot,4,SELECT * FROM hiring,"WITH base AS (SELECT * FROM hiring), dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Is_full_time ORDER BY rowid DESC) AS rn FROM base), capped AS (SELECT *, MIN(Start_from, 2013.0) AS Start_from_capped FROM hiring) SELECT * FROM dedup WHERE rn = 1",### NOTES | No quality-repairs required.,True,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_34,dog_kennels,filter_agg,cot,4,SELECT COUNT(*) FROM Owners AS o LEFT JOIN Dogs AS d ON o.owner_id = d.owner_id WHERE d.dog_id IS NULL,"WITH dedup_owners AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY owner_id ORDER BY rowid DESC) AS rn FROM Owners), filtered_dogs AS (SELECT * FROM Dogs WHERE owner_id IN (SELECT owner_id FROM dedup_owners WHERE rn = 1)) SELECT COUNT(*) FROM dedup_owners AS o LEFT JOIN filtered_dogs AS d ON o.owner_id = d.owner_id WHERE d.dog_id IS NULL",### NOTES | No quality-repairs required.,False,True,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_35,dog_kennels,group_having,cot,6,SELECT DISTINCT d.name FROM Dogs AS d JOIN Treatments AS t ON d.dog_id = t.dog_id JOIN Charges AS c ON t.treatment_id = c.charge_id WHERE SUM(c.charge_amount) <= 1000,"WITH DogsWithTreatments AS (SELECT d.dog_id, d.name FROM Dogs AS d JOIN Treatments AS t ON d.dog_id = t.dog_id), TotalCharges AS (SELECT dt.dog_id, SUM(c.charge_amount) AS total_charge FROM DogsWithTreatments AS dt JOIN Charges AS c ON dt.dog_id = c.charge_id GROUP BY dt.dog_id) SELECT dt.name FROM DogsWithTreatments AS dt JOIN TotalCharges AS tc ON dt.dog_id = tc.dog_id WHERE tc.total_charge <= 1000",### NOTES | No quality-repairs required.,False,False,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_36,employee_hire_evaluation,group_having,cot,7,SELECT City FROM employee WHERE Age < 30 GROUP BY City HAVING COUNT(Employee_ID) > 1,"WITH safe_employee AS (SELECT *, MIN(Age, 43.0) AS Age_capped, MIN(City, 0) AS City_capped FROM employee), dedup_employee AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Age_capped, City_capped ORDER BY rowid DESC) AS rn FROM safe_employee) SELECT City_capped AS City FROM dedup_employee WHERE rn = 1 AND Age_capped < 30 GROUP BY City_capped HAVING COUNT(Employee_ID) > 1",### NOTES | No quality-repairs required.,False,True,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
stage1_37,dog_kennels,group_having,cot,6,"SELECT DISTINCT d.name FROM Dogs AS d JOIN Treatments AS t ON d.dog_id = t.dog_id GROUP BY d.dog_id, d.name HAVING SUM(t.cost_of_treatment) <= 1000","WITH DistinctTreatments AS (SELECT DISTINCT treatment_id, dog_id, professional_id, treatment_type_code, date_of_treatment, cost_of_treatment FROM Treatments), FilteredTreatments AS (SELECT dt.dog_id, dt.name FROM Dogs AS dt JOIN DistinctTreatments AS dt ON dt.dog_id = dt.dog_id GROUP BY dt.dog_id, dt.name HAVING SUM(dt.cost_of_treatment) <= 1000) SELECT DISTINCT ft.name FROM FilteredTreatments AS ft",### NOTES | No quality-repairs required.,False,False,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
stage1_38,cre_Doc_Template_Mgt,group_having,cot,5,SELECT Template_ID FROM Documents GROUP BY Template_ID HAVING COUNT(*) > 1,"WITH dedup_docs AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Document_ID ORDER BY rowid DESC) AS rn FROM Documents) SELECT Template_ID FROM dedup_docs WHERE rn = 1 GROUP BY Template_ID HAVING COUNT(*) > 1",### NOTES | No quality-repairs required.,True,True,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_39,cre_Doc_Template_Mgt,group_having,cot,5,SELECT Document_ID FROM Paragraphs GROUP BY Document_ID HAVING COUNT(*) >= 2,"WITH dedup_paragraphs AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Document_ID ORDER BY rowid DESC) AS rn FROM Paragraphs), filtered_paragraphs AS (SELECT Document_ID FROM dedup_paragraphs GROUP BY Document_ID HAVING COUNT(*) >= 2) SELECT * FROM filtered_paragraphs",### NOTES | No quality-repairs required.,True,True,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_40,cre_Doc_Template_Mgt,group_having,cot,5,SELECT Document_ID FROM Paragraphs GROUP BY Document_ID HAVING COUNT(*) BETWEEN 1 AND 2,"WITH dedup_paragraphs AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Document_ID ORDER BY rowid DESC) AS rn FROM Paragraphs), filtered_paragraphs AS (SELECT Document_ID FROM dedup_paragraphs GROUP BY Document_ID HAVING COUNT(*) BETWEEN 1 AND 2) SELECT * FROM filtered_paragraphs",### NOTES | No quality-repairs required.,True,True,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_41,cre_Doc_Template_Mgt,group_having,cot,5,SELECT Template_Type_Code FROM Templates GROUP BY Template_Type_Code HAVING COUNT(*) < 3,"WITH base AS (SELECT * FROM Templates), dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Template_ID ORDER BY rowid DESC) AS rn FROM base) SELECT DISTINCT Template_Type_Code FROM dedup WHERE rn = 1 GROUP BY Template_Type_Code HAVING COUNT(*) < 3",### NOTES | No quality-repairs required.,True,True,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_42,cre_Doc_Template_Mgt,group_having,cot,5,SELECT Document_ID FROM Paragraphs GROUP BY Document_ID HAVING COUNT(*) BETWEEN 1 AND 2,"WITH dedup_paragraphs AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Document_ID ORDER BY rowid DESC) AS rn FROM Paragraphs), filtered_paragraphs AS (SELECT Document_ID FROM dedup_paragraphs GROUP BY Document_ID HAVING COUNT(*) BETWEEN 1 AND 2) SELECT Document_ID FROM filtered_paragraphs",### NOTES | No quality-repairs required.,True,True,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_43,cre_Doc_Template_Mgt,group_having,cot,4,SELECT Template_ID FROM Documents GROUP BY Template_ID HAVING COUNT(*) > 1,"WITH dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Document_ID ORDER BY rowid DESC) AS rn FROM Documents) SELECT Template_ID FROM dedup WHERE rn = 1 GROUP BY Template_ID HAVING COUNT(*) > 1",### NOTES | No quality-repairs required.,True,True,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_44,employee_hire_evaluation,group_having,cot,4,SELECT City FROM employee WHERE Age < 30 GROUP BY City HAVING COUNT(Employee_ID) > 1,"WITH filtered AS (SELECT Employee_ID, City FROM employee WHERE Age < 30), dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Employee_ID ORDER BY rowid DESC) AS rn FROM filtered) SELECT City FROM dedup WHERE rn = 1 GROUP BY City HAVING COUNT(Employee_ID) > 1",### NOTES | No quality-repairs required.,False,True,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
