question_id,db_id,category,technique,plan_steps,basic_sql,robust_sql,notes,exact_match,exec_match,select_precision,select_recall,select_f1,where_precision,where_recall,where_f1,group_precision,group_recall,group_f1,order_precision,order_recall,order_f1,having_precision,having_recall,having_f1
stage1_13,cre_Doc_Template_Mgt,filter_agg,fewshot,4,"SELECT Document_ID, Template_ID, Document_Description FROM Documents WHERE Document_Name = 'Robbin CV'","WITH base AS (SELECT * FROM Documents), dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Document_ID ORDER BY rowid DESC) AS rn FROM base), filtered AS (SELECT * FROM dedup WHERE rn = 1 AND Document_Name = 'Robbin CV') SELECT Document_ID, Template_ID, Document_Description FROM filtered",No quality-repairs required.,False,True,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_14,concert_singer,filter_agg,fewshot,5,"SELECT Location, Name FROM stadium WHERE Capacity BETWEEN 5000 AND 10000","WITH capped AS (SELECT *, MIN(Capacity, 10000) AS Capacity_capped FROM stadium), cleaned AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Stadium_ID ORDER BY rowid DESC) AS rn FROM capped) SELECT Location, Name FROM cleaned WHERE rn = 1 AND Capacity_capped BETWEEN 5000 AND 10000","Cap `Capacity` at 10000 to ensure it does not exceed the p95 value. | Deduplicate stadiums by `Stadium_ID`, keeping the latest record.",True,True,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_15,cre_Doc_Template_Mgt,filter_agg,fewshot,5,SELECT COUNT(*) FROM Templates WHERE Template_Type_Code = 'CV',"WITH dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Template_Type_Code ORDER BY rowid DESC) AS rn FROM Templates) SELECT COUNT(*) FROM dedup WHERE rn = 1 AND Template_Type_Code = 'CV'",No quality-repairs required.,False,True,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_16,employee_hire_evaluation,filter_agg,fewshot,3,SELECT DISTINCT s.Name FROM shop AS s WHERE NOT s.Shop_ID IN (SELECT Shop_ID FROM hiring),"WITH hired_shops AS (SELECT Shop_ID FROM hiring), filtered_shops AS (SELECT DISTINCT s.Name FROM shop AS s LEFT JOIN hired_shops AS h ON s.Shop_ID = h.Shop_ID WHERE h.Shop_ID IS NULL) SELECT * FROM filtered_shops",No quality-repairs required.,False,True,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_17,cre_Doc_Template_Mgt,filter_agg,fewshot,5,"SELECT d.Document_ID, COUNT(p.Paragraph_ID) AS paragraph_count FROM Documents AS d JOIN Paragraphs AS p ON d.Document_ID = p.Document_ID GROUP BY d.Document_ID ORDER BY d.Document_ID","WITH base_docs AS (SELECT * FROM Documents), base_paragraphs AS (SELECT * FROM Paragraphs), dedup_docs AS (WITH base AS (SELECT * FROM base_docs), dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Document_ID ORDER BY rowid DESC) AS rn FROM base) SELECT * FROM dedup WHERE rn = 1), dedup_paragraphs AS (WITH base AS (SELECT * FROM base_paragraphs), dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Document_ID ORDER BY rowid DESC) AS rn FROM base) SELECT * FROM dedup WHERE rn = 1) SELECT dd.Document_ID, COUNT(dp.Paragraph_ID) AS paragraph_count FROM dedup_docs AS dd JOIN dedup_paragraphs AS dp ON dd.Document_ID = dp.Document_ID GROUP BY dd.Document_ID ORDER BY dd.Document_ID",No quality-repairs required.,False,False,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
stage1_18,dog_kennels,filter_agg,fewshot,3,"SELECT date_arrived, date_departed FROM Dogs","WITH dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY dog_id ORDER BY rowid DESC) AS rn FROM Dogs) SELECT date_arrived, date_departed FROM dedup WHERE rn = 1",No quality-repairs required.,True,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_19,orchestra,filter_agg,fewshot,4,SELECT COUNT(DISTINCT Nationality) AS distinct_nationalities FROM conductor,"WITH dedup AS (SELECT Nationality, ROW_NUMBER() OVER (PARTITION BY Nationality ORDER BY rowid DESC) AS rn FROM conductor) SELECT COUNT(*) AS distinct_nationalities FROM dedup WHERE rn = 1",No quality-repairs required.,False,False,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_20,cre_Doc_Template_Mgt,filter_agg,fewshot,3,"SELECT Template_ID, COUNT(*) AS usage_count FROM Documents GROUP BY Template_ID","WITH dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Template_ID ORDER BY rowid DESC) AS rn FROM Documents) SELECT Template_ID, COUNT(*) AS usage_count FROM dedup WHERE rn = 1 GROUP BY Template_ID",No quality-repairs required.,False,False,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_21,student_transcripts_tracking,filter_agg,fewshot,3,"SELECT line_1, line_2 FROM Addresses","WITH deduped_addresses AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY address_id ORDER BY address_id) AS rn FROM Addresses) SELECT line_1, line_2 FROM deduped_addresses WHERE rn = 1",No quality-repairs required.,True,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_22,orchestra,filter_agg,fewshot,3,"SELECT Record_Company, Year_of_Founded FROM orchestra ORDER BY Year_of_Founded DESC","WITH dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Orchestra_ID ORDER BY rowid DESC) AS rn FROM orchestra) SELECT Record_Company, Year_of_Founded FROM dedup WHERE rn = 1 ORDER BY Year_of_Founded DESC",No quality-repairs required.,False,False,0.5,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_23,cre_Doc_Template_Mgt,filter_agg,fewshot,4,"SELECT Template_Type_Code, COUNT(*) AS Number_of_Templates FROM Templates GROUP BY Template_Type_Code ORDER BY Number_of_Templates DESC","WITH dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Template_Type_Code ORDER BY rowid DESC) AS rn FROM Templates) SELECT Template_Type_Code, COUNT(*) AS Number_of_Templates FROM dedup WHERE rn = 1 GROUP BY Template_Type_Code ORDER BY Number_of_Templates DESC",No quality-repairs required.,False,False,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
stage1_24,employee_hire_evaluation,filter_agg,fewshot,4,SELECT Name FROM shop WHERE Number_products > (SELECT AVG(Number_products) FROM shop),"WITH avg_shop AS (SELECT AVG(Number_products) AS avg_num_products FROM shop), filtered_shops AS (SELECT Name FROM shop WHERE Number_products > (SELECT avg_num_products FROM avg_shop)), deduplicated_shops AS (SELECT DISTINCT Name FROM filtered_shops) SELECT * FROM deduplicated_shops",No quality-repairs required.,True,True,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_25,employee_hire_evaluation,filter_agg,fewshot,5,SELECT s.Name FROM shop AS s LEFT JOIN hiring AS h ON s.Shop_ID = h.Shop_ID WHERE h.Employee_ID IS NULL,"WITH hired_shops AS (SELECT DISTINCT Shop_ID FROM hiring), not_hired_shops AS (SELECT Shop_ID FROM shop EXCEPT SELECT Shop_ID FROM hired_shops) SELECT s.Name FROM shop AS s JOIN not_hired_shops AS nhs ON s.Shop_ID = nhs.Shop_ID",No quality-repairs required.,False,True,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_26,employee_hire_evaluation,filter_agg,fewshot,3,SELECT SUM(Bonus) AS Total_Bonus FROM evaluation,"WITH capped AS (SELECT *, MIN(Bonus, 4000.0) AS Bonus_capped FROM evaluation) SELECT SUM(Bonus_capped) AS Total_Bonus FROM capped",Cap bonus at profiled p95=4000.0 before summing up.,False,False,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_27,car_1,filter_agg,fewshot,3,SELECT COUNT(*) FROM cars_data WHERE Horsepower > 150,WITH filtered AS (SELECT * FROM cars_data WHERE Horsepower > 150) SELECT COUNT(*) FROM filtered,No quality-repairs required.,True,True,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_28,concert_singer,filter_agg,fewshot,4,"SELECT AVG(Age) AS avg_age, MIN(Age) AS min_age, MAX(Age) AS max_age FROM singer WHERE Country = 'France'","WITH filtered AS (SELECT * FROM singer WHERE Country = 'France'), dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Singer_ID ORDER BY rowid DESC) AS rn FROM filtered) SELECT AVG(Age) AS avg_age, MIN(Age) AS min_age, MAX(Age) AS max_age FROM dedup WHERE rn = 1",No quality-repairs required.,False,False,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_29,cre_Doc_Template_Mgt,filter_agg,fewshot,5,"SELECT Template_ID, Version_Number, Template_Type_Code FROM Templates","WITH dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Template_ID ORDER BY rowid DESC) AS rn FROM Templates) SELECT Template_ID, Version_Number, Template_Type_Code FROM dedup WHERE rn = 1",No quality-repairs required.,True,True,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_30,cre_Doc_Template_Mgt,filter_agg,fewshot,3,"SELECT Document_Name, Template_ID FROM Documents WHERE Document_Description LIKE '%w%'","WITH base AS (SELECT * FROM Documents WHERE Document_Description LIKE '%w%'), dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Document_ID ORDER BY rowid DESC) AS rn FROM base) SELECT Document_Name, Template_ID FROM dedup WHERE rn = 1",No quality-repairs required.,False,True,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_31,concert_singer,filter_agg,fewshot,3,"SELECT AVG(age) AS avg_age, MIN(age) AS min_age, MAX(age) AS max_age FROM singer WHERE country = 'France'","WITH filtered AS (SELECT * FROM singer WHERE country = 'France'), dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Singer_ID ORDER BY rowid DESC) AS rn FROM filtered) SELECT AVG(age) AS avg_age, MIN(age) AS min_age, MAX(age) AS max_age FROM dedup WHERE rn = 1",No quality-repairs required,False,False,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_32,dog_kennels,filter_agg,fewshot,4,"SELECT DISTINCT email_address FROM Professionals WHERE state IN ('Hawaii', 'Wisconsin')","WITH filtered AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY email_address ORDER BY rowid DESC) AS rn FROM Professionals WHERE state IN ('Hawaii', 'Wisconsin')) SELECT DISTINCT email_address FROM filtered WHERE rn = 1",No quality-repairs required.,False,True,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_33,employee_hire_evaluation,filter_agg,fewshot,4,SELECT * FROM hiring,"WITH capped AS (SELECT *, MIN(Is_full_time, 0) AS Is_full_time_capped, MIN(Start_from, 2013.0) AS Start_from_capped FROM hiring), dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Is_full_time_capped, Start_from_capped ORDER BY rowid DESC) AS rn FROM capped) SELECT * FROM dedup WHERE rn = 1","Cap `Is_full_time` at profiled p95=0.0 before applying repairs. | Cap `Start_from` at profiled p95=2013.0 before applying repairs. | Deduplicate records based on the capped values of `Is_full_time` and `Start_from`, keeping the latest record by `rowid`.",True,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_34,dog_kennels,filter_agg,fewshot,4,SELECT COUNT(DISTINCT o.owner_id) AS temp_owner_count FROM Owners AS o JOIN Dogs AS d ON o.owner_id = d.owner_id WHERE d.abandoned_yn = 'Y',"WITH base AS (SELECT * FROM Owners), dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY owner_id ORDER BY rowid DESC) AS rn FROM base) SELECT COUNT(DISTINCT owner_id) AS temp_owner_count FROM dedup WHERE rn = 1 AND abandoned_yn = 'Y'",No quality-repairs required,False,False,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_35,dog_kennels,group_having,fewshot,4,SELECT DISTINCT d.name FROM Dogs AS d JOIN Treatments AS t ON d.dog_id = t.dog_id JOIN Charges AS c ON t.charge_id = c.charge_id GROUP BY d.dog_id HAVING SUM(c.charge_amount) <= 1000,"WITH dog_charges AS (SELECT d.dog_id, d.name, SUM(c.charge_amount) AS total_charge FROM Dogs AS d JOIN Treatments AS t ON d.dog_id = t.dog_id JOIN Charges AS c ON t.charge_id = c.charge_id GROUP BY d.dog_id, d.name), filtered_dogs AS (SELECT DISTINCT name FROM dog_charges WHERE total_charge <= 1000) SELECT * FROM filtered_dogs",No quality-repairs required,False,False,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
stage1_36,employee_hire_evaluation,group_having,fewshot,4,SELECT City FROM employee WHERE Age < 30 GROUP BY City HAVING COUNT(*) > 1,"WITH filtered AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY City ORDER BY Employee_ID) AS rn FROM employee WHERE Age < 30), grouped AS (SELECT City, COUNT(*) AS emp_count FROM filtered GROUP BY City) SELECT City FROM grouped WHERE emp_count > 1",No quality-repairs required.,True,True,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_37,dog_kennels,group_having,fewshot,5,SELECT DISTINCT d.name FROM Dogs AS d JOIN Treatments AS t ON d.dog_id = t.dog_id JOIN Charges AS c ON t.charge_id = c.charge_id WHERE c.charge_amount > 1000,"WITH filtered AS (SELECT d.dog_id, d.name FROM Dogs AS d JOIN Treatments AS t ON d.dog_id = t.dog_id JOIN Charges AS c ON t.charge_id = c.charge_id WHERE c.charge_amount > 1000), keyed AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY dog_id ORDER BY name ASC) AS rn FROM filtered) SELECT name FROM keyed WHERE rn = 1",No quality-repairs required.,False,False,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_38,cre_Doc_Template_Mgt,group_having,fewshot,4,SELECT Template_ID FROM Documents GROUP BY Template_ID HAVING COUNT(*) > 1,"WITH base AS (SELECT * FROM Documents), dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Document_ID ORDER BY rowid DESC) AS rn FROM base) SELECT DISTINCT Template_ID FROM dedup WHERE rn = 1 GROUP BY Template_ID HAVING COUNT(*) > 1",No quality-repairs required.,True,True,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_39,cre_Doc_Template_Mgt,group_having,fewshot,4,SELECT Document_ID FROM Paragraphs GROUP BY Document_ID HAVING COUNT(*) >= 2,"WITH dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Document_ID ORDER BY rowid DESC) AS rn FROM Paragraphs) SELECT Document_ID FROM dedup WHERE rn = 1 GROUP BY Document_ID HAVING COUNT(*) >= 2",No quality-repairs required.,True,True,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_40,cre_Doc_Template_Mgt,group_having,fewshot,3,SELECT Document_ID FROM Paragraphs GROUP BY Document_ID HAVING COUNT(*) BETWEEN 1 AND 2,"WITH base AS (SELECT * FROM Paragraphs), dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Document_ID ORDER BY rowid DESC) AS rn FROM base) SELECT Document_ID FROM dedup WHERE rn = 1 GROUP BY Document_ID HAVING COUNT(*) BETWEEN 1 AND 2",No quality-repairs required.,True,True,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_41,cre_Doc_Template_Mgt,group_having,fewshot,5,SELECT Template_Type_Code FROM Templates GROUP BY Template_Type_Code HAVING COUNT(*) < 3,"WITH grouped AS (SELECT Template_Type_Code, COUNT(*) AS template_count FROM Templates GROUP BY Template_Type_Code), filtered AS (SELECT Template_Type_Code FROM grouped WHERE template_count < 3) SELECT DISTINCT t.Template_Type_Code FROM filtered AS f JOIN Templates AS t ON f.Template_Type_Code = t.Template_Type_Code",No quality-repairs required.,True,True,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_42,cre_Doc_Template_Mgt,group_having,fewshot,6,SELECT d.Document_ID FROM Documents AS d JOIN Paragraphs AS p ON d.Document_ID = p.Document_ID GROUP BY d.Document_ID HAVING COUNT(p.Paragraph_ID) BETWEEN 1 AND 2,"WITH base_docs AS (SELECT * FROM Documents), base_paragraphs AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Document_ID ORDER BY Paragraph_ID DESC) AS rn FROM Paragraphs), dedup_docs AS (SELECT * FROM base_docs), dedup_paragraphs AS (SELECT * FROM base_paragraphs WHERE rn = 1), joined AS (SELECT dd.Document_ID FROM dedup_documents AS dd JOIN dedup_paragraphs AS dp ON dd.Document_ID = dp.Document_ID GROUP BY dd.Document_ID) SELECT * FROM joined",No quality-repairs required.,False,True,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
stage1_43,cre_Doc_Template_Mgt,group_having,fewshot,4,SELECT Template_ID FROM Documents GROUP BY Template_ID HAVING COUNT(*) > 1,"WITH dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Document_ID ORDER BY rowid DESC) AS rn FROM Documents) SELECT DISTINCT Template_ID FROM dedup WHERE rn = 1 GROUP BY Template_ID HAVING COUNT(*) > 1",No quality-repairs required.,True,True,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_44,employee_hire_evaluation,group_having,fewshot,4,SELECT City FROM employee WHERE Age < 30 GROUP BY City HAVING COUNT(Employee_ID) > 1,"WITH filtered AS (SELECT * FROM employee WHERE Age < 30), grouped AS (SELECT City, COUNT(Employee_ID) AS emp_count FROM filtered GROUP BY City), filtered_grouped AS (SELECT * FROM grouped WHERE emp_count > 1), deduped AS (SELECT DISTINCT City FROM filtered_grouped) SELECT * FROM deduped",No quality-repairs required.,False,True,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
stage1_45,cre_Doc_Template_Mgt,group_having,fewshot,5,SELECT Template_Type_Code FROM Templates GROUP BY Template_Type_Code HAVING COUNT(*) < 3,"WITH grouped AS (SELECT Template_Type_Code, COUNT(*) AS template_count FROM Templates GROUP BY Template_Type_Code), filtered AS (SELECT Template_Type_Code FROM grouped WHERE template_count < 3) SELECT DISTINCT t.Template_Type_Code FROM filtered AS f JOIN Templates AS t ON f.Template_Type_Code = t.Template_Type_Code",No quality-repairs required.,True,True,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_46,cre_Doc_Template_Mgt,group_having,fewshot,4,SELECT Document_ID FROM Paragraphs GROUP BY Document_ID HAVING COUNT(*) >= 2,"WITH dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Document_ID ORDER BY rowid DESC) AS rn FROM Paragraphs) SELECT Document_ID FROM dedup WHERE rn = 1 GROUP BY Document_ID HAVING COUNT(*) >= 2",No quality-repairs required.,True,True,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
