question_id,db_id,category,technique,plan_steps,basic_sql,robust_sql,notes,exact_match,exec_match,select_precision,select_recall,select_f1,where_precision,where_recall,where_f1,group_precision,group_recall,group_f1,order_precision,order_recall,order_f1,having_precision,having_recall,having_f1
stage1_10,orchestra,filter_agg,tot,6,SELECT Name FROM conductor ORDER BY Age DESC,"WITH capped AS (SELECT *, CASE WHEN Age > 11.0 THEN 11.0 ELSE Age END AS Age_capped FROM conductor), dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Conductor_ID ORDER BY rowid DESC) AS rn FROM capped) SELECT Name FROM dedup WHERE rn = 1 ORDER BY Age_capped DESC",### NOTES | No quality-repairs required.,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
stage1_11,dog_kennels,filter_agg,tot,4,"SELECT COUNT(*) FROM (SELECT dog_id FROM Dogs WHERE CAST(REPLACE(age, ',', '') AS REAL) < (SELECT AVG(CAST(REPLACE(age, ',', '') AS REAL)) FROM Dogs))","WITH avg_age AS (SELECT AVG(CAST(REPLACE(age, ',', '') AS REAL)) AS avg_age_value FROM Dogs), dedup_dogs AS (SELECT dog_id FROM (SELECT dog_id, ROW_NUMBER() OVER (PARTITION BY dog_id ORDER BY rowid DESC) AS rn FROM Dogs) WHERE rn = 1) SELECT COUNT(*) FROM dedup_dogs WHERE CAST(REPLACE(age, ',', '') AS REAL) < (SELECT avg_age_value FROM avg_age)",### NOTES | No quality-repairs required.,False,False,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_12,dog_kennels,filter_agg,tot,5,"SELECT DISTINCT email_address FROM (SELECT email_address FROM (SELECT email_address FROM Professionals WHERE state IN ('Hawaii', 'Wisconsin') ORDER BY email_address, rowid DESC) GROUP BY email_address)","WITH dedup_email AS (SELECT email_address, ROW_NUMBER() OVER (PARTITION BY email_address ORDER BY rowid DESC) AS rn FROM Professionals WHERE state IN ('Hawaii', 'Wisconsin')), dedup_state AS (SELECT state, ROW_NUMBER() OVER (PARTITION BY state ORDER BY rowid DESC) AS rn FROM dedup_email) SELECT DISTINCT email_address FROM dedup_email WHERE rn = 1",### NOTES | No quality-repairs required.,False,False,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_13,cre_Doc_Template_Mgt,filter_agg,tot,4,"SELECT Document_ID, Template_ID, Document_Description FROM Documents WHERE Document_Name = 'Robbin CV'","WITH capped AS (SELECT *, MIN(Template_ID, 16514113.0) AS Template_ID_capped FROM Documents), dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Document_ID ORDER BY rowid DESC) AS rn FROM capped) SELECT Document_ID, Template_ID_capped AS Template_ID, Document_Description FROM dedup WHERE rn = 1 AND Document_Name = 'Robbin CV'",### NOTES | No quality-repairs required.,False,True,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_14,concert_singer,filter_agg,tot,5,"SELECT Location, Name FROM stadium WHERE Capacity BETWEEN 5000 AND 10000","WITH dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Stadium_ID ORDER BY rowid DESC) AS rn FROM stadium), filtered AS (SELECT * FROM dedup WHERE rn = 1 AND Capacity BETWEEN 5000 AND 10000) SELECT Location, Name FROM filtered",### NOTES | No quality-repairs required.,True,True,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_15,cre_Doc_Template_Mgt,filter_agg,tot,4,SELECT COUNT(*) FROM Templates WHERE Template_Type_Code = 'CV',"WITH dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Template_ID ORDER BY rowid DESC) AS rn FROM Templates) SELECT COUNT(*) FROM dedup WHERE rn = 1 AND Template_Type_Code = 'CV'",### NOTES | No quality-repairs required.,False,True,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_16,employee_hire_evaluation,filter_agg,tot,5,SELECT s.Name FROM shop AS s LEFT JOIN hiring AS h ON s.Shop_ID = h.Shop_ID WHERE h.Employee_ID IS NULL,"WITH shop_with_employees AS (SELECT Shop_ID FROM hiring), filtered_shops AS (SELECT s.* FROM shop AS s LEFT JOIN shop_with_employees AS sw ON s.Shop_ID = sw.Shop_ID WHERE sw.Shop_ID IS NULL), deduplicated_shops AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Shop_ID ORDER BY rowid DESC) AS rn FROM filtered_shops) SELECT Name FROM deduplicated_shops WHERE rn = 1",### NOTES | No quality-repairs required.,False,True,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_17,cre_Doc_Template_Mgt,filter_agg,tot,5,"SELECT Document_ID, COUNT(*) AS Paragraph_Count FROM Paragraphs GROUP BY Document_ID ORDER BY Document_ID","WITH capped AS (SELECT *, MIN(Document_ID, 16514113.0) AS Document_ID_capped FROM Paragraphs), dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Document_ID_capped ORDER BY rowid DESC) AS rn FROM capped) SELECT Document_ID_capped AS Document_ID, COUNT(*) AS Paragraph_Count FROM dedup WHERE rn = 1 GROUP BY Document_ID_capped ORDER BY Document_ID_capped",### NOTES | No quality-repairs required.,False,False,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
stage1_18,dog_kennels,filter_agg,tot,6,"SELECT date_arrived, date_departed FROM Dogs","WITH base AS (SELECT * FROM Dogs), dedup_date_arrived AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY date_arrived ORDER BY rowid DESC) AS rn FROM base), filtered_date_arrived AS (SELECT * FROM dedup_date_arrived WHERE rn = 1), dedup_date_departed AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY date_departed ORDER BY rowid DESC) AS rn FROM filtered_date_arrived), filtered_date_departed AS (SELECT * FROM dedup_date_departed WHERE rn = 1), filled_dates AS (SELECT COALESCE(date_arrived, '1970-01-01') AS date_arrived_filled, COALESCE(date_departed, '1970-01-01') AS date_departed_filled FROM filtered_date_departed) SELECT DISTINCT date_arrived_filled, date_departed_filled FROM filled_dates",### NOTES | No quality-repairs required.,True,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_19,orchestra,filter_agg,tot,6,SELECT COUNT(DISTINCT Nationality) AS Unique_Nationalities FROM conductor,"WITH dedup AS (SELECT Nationality, ROW_NUMBER() OVER (PARTITION BY Nationality ORDER BY rowid DESC) AS rn FROM conductor) SELECT COUNT(DISTINCT Nationality) AS Unique_Nationalities FROM dedup WHERE rn = 1",### NOTES | No quality-repairs required.,False,False,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_20,cre_Doc_Template_Mgt,filter_agg,tot,4,"SELECT Template_ID, COUNT(*) AS Usage_Count FROM Documents GROUP BY Template_ID","WITH dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Document_ID ORDER BY rowid DESC) AS rn FROM Documents), capped AS (SELECT *, MIN(Template_ID, 25.0) AS Template_ID_capped, MIN(Document_ID, 16514113.0) AS Document_ID_capped FROM dedup) SELECT Template_ID_capped AS Template_ID, COUNT(*) AS Usage_Count FROM capped WHERE rn = 1 GROUP BY Template_ID_capped",### NOTES | No quality-repairs required.,False,False,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_21,student_transcripts_tracking,filter_agg,tot,5,"SELECT DISTINCT line_1, line_2 FROM Addresses","WITH Deduped_Addresses AS (SELECT DISTINCT address_id, line_1, line_2 FROM Addresses) SELECT line_1, line_2 FROM Deduped_Addresses",### NOTES | No quality-repairs required.,False,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_22,orchestra,filter_agg,tot,6,SELECT Record_Company FROM orchestra ORDER BY Year_of_Founded DESC,"WITH base AS (SELECT * FROM orchestra), dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Orchestra_ID ORDER BY rowid DESC) AS rn FROM base) SELECT Record_Company FROM dedup WHERE rn = 1 ORDER BY Year_of_Founded DESC",### NOTES | No quality-repairs required.,True,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_23,cre_Doc_Template_Mgt,filter_agg,tot,4,"SELECT Template_Type_Code, COUNT(*) AS Number_of_Templates FROM Templates GROUP BY Template_Type_Code ORDER BY Template_Type_Code","WITH dedup AS (SELECT Template_Type_Code, COUNT(*) AS Number_of_Templates FROM Templates GROUP BY Template_Type_Code) SELECT * FROM dedup ORDER BY Template_Type_Code",### NOTES | No quality-repairs required.,False,False,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
stage1_24,employee_hire_evaluation,filter_agg,tot,6,SELECT Name FROM shop WHERE Number_products > (SELECT AVG(Number_products) FROM shop),"WITH avg_number_products AS (SELECT AVG(Number_products) AS avg_num FROM shop), dedup_shop AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Shop_ID ORDER BY rowid DESC) AS rn FROM shop) SELECT Name FROM dedup_shop WHERE rn = 1 AND Number_products > (SELECT avg_num FROM avg_number_products)",### NOTES | No quality-repairs required.,True,True,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_25,employee_hire_evaluation,filter_agg,tot,7,SELECT DISTINCT s.Name FROM shop AS s LEFT JOIN hiring AS h ON s.Shop_ID = h.Shop_ID WHERE h.Shop_ID IS NULL,"WITH shop_dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Shop_ID ORDER BY rowid DESC) AS rn FROM shop), hiring_dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Shop_ID ORDER BY rowid DESC) AS rn FROM hiring) SELECT DISTINCT sd.Name FROM shop_dedup AS sd LEFT JOIN hiring_dedup AS hd ON sd.Shop_ID = hd.Shop_ID WHERE hd.Shop_ID IS NULL",### NOTES | No quality-repairs required.,False,True,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_26,employee_hire_evaluation,filter_agg,tot,5,SELECT SUM(Bonus) AS Total_Bonus FROM evaluation,"WITH base AS (SELECT * FROM evaluation), dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Year_awarded ORDER BY rowid DESC) AS rn FROM base), filled AS (SELECT *, COALESCE(Bonus, 3200.0) AS Bonus_filled FROM dedup) SELECT SUM(Bonus_filled) AS Total_Bonus FROM filled",### NOTES | No quality-repairs required.,False,False,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_27,car_1,filter_agg,tot,3,SELECT COUNT(Id) FROM cars_data WHERE CAST(Horsepower AS REAL) > 150,WITH cleaned_cars_data AS (SELECT DISTINCT Id FROM cars_data WHERE CAST(Horsepower AS REAL) > 150) SELECT COUNT(Id) FROM cleaned_cars_data,No quality-repairs required.,False,False,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_28,concert_singer,filter_agg,tot,6,"SELECT AVG(Age) AS avg_age, MIN(Age) AS min_age, MAX(Age) AS max_age FROM singer WHERE Country = 'France'","WITH safe_value AS (SELECT MIN(Age, 52.0) AS Age_capped FROM singer), repairs AS (SELECT Singer_ID, Name, Country, Age, MIN(Age, 52.0) AS Age_capped FROM singer), dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Singer_ID ORDER BY rowid DESC) AS rn FROM repairs) SELECT AVG(Age_capped) AS avg_age, MIN(Age_capped) AS min_age, MAX(Age_capped) AS max_age FROM dedup WHERE rn = 1 AND Country = 'France'",### NOTES | No quality-repairs required.,False,False,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_29,cre_Doc_Template_Mgt,filter_agg,tot,6,"SELECT Template_ID, Version_Number, Template_Type_Code FROM Templates ORDER BY Template_ID","WITH base AS (SELECT * FROM Templates), dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Template_ID ORDER BY rowid DESC) AS rn FROM base) SELECT Template_ID, Version_Number, Template_Type_Code FROM dedup WHERE rn = 1 ORDER BY Template_ID",### NOTES | No quality-repairs required.,False,True,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
stage1_30,cre_Doc_Template_Mgt,filter_agg,tot,6,"SELECT COALESCE(Document_Name, '') AS Document_Name, COALESCE(Template_ID, 0) AS Template_ID FROM (SELECT DISTINCT Document_ID FROM Documents WHERE Document_Description LIKE '%w%') AS filtered_docs JOIN Documents ON filtered_docs.Document_ID = Documents.Document_ID","WITH base AS (SELECT * FROM Documents), dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Document_ID ORDER BY rowid DESC) AS rn FROM base), filtered_docs AS (SELECT Document_ID FROM dedup WHERE rn = 1 AND Document_Description LIKE '%w%') SELECT COALESCE(Document_Name, '') AS Document_Name, COALESCE(Template_ID, 0) AS Template_ID FROM filtered_docs JOIN Documents ON filtered_docs.Document_ID = Documents.Document_ID",### NOTES | No quality-repairs required.,False,True,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_31,concert_singer,filter_agg,tot,5,"SELECT AVG(Age) AS avg_age, MIN(Age) AS min_age, MAX(Age) AS max_age FROM singer WHERE Country = 'France'","WITH filtered AS (SELECT * FROM singer WHERE Country = 'France'), dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Singer_ID ORDER BY rowid DESC) AS rn FROM filtered) SELECT AVG(Age) AS avg_age, MIN(Age) AS min_age, MAX(Age) AS max_age FROM dedup WHERE rn = 1",## NOTES | No quality-repairs required.,False,False,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_32,dog_kennels,filter_agg,tot,4,"SELECT DISTINCT email_address FROM Professionals WHERE state IN ('Hawaii', 'Wisconsin')","WITH filtered AS (SELECT * FROM Professionals WHERE state IN ('Hawaii', 'Wisconsin')), dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY email_address ORDER BY rowid DESC) AS rn FROM filtered) SELECT DISTINCT email_address FROM dedup WHERE rn = 1",### NOTES | No quality-repairs required.,False,True,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_33,employee_hire_evaluation,filter_agg,tot,7,"SELECT h.*, e.Name, s.Name AS Shop_Name, s.Location, s.District, s.Number_products, s.Manager_name FROM hiring AS h JOIN employee AS e ON h.Employee_ID = e.Employee_ID JOIN shop AS s ON h.Shop_ID = s.Shop_ID","WITH dedup_hiring AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Is_full_time ORDER BY rowid DESC) AS rn FROM hiring), cleaned_hiring AS (SELECT * FROM dedup_hiring WHERE rn = 1), capped_start_from AS (SELECT *, MIN(Start_from, 2013.0) AS Start_from_capped FROM cleaned_hiring), dedup_employee AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Employee_ID ORDER BY rowid DESC) AS rn FROM employee), cleaned_employee AS (SELECT * FROM dedup_employee WHERE rn = 1), dedup_shop AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Shop_ID ORDER BY rowid DESC) AS rn FROM shop), cleaned_shop AS (SELECT * FROM dedup_shop WHERE rn = 1) SELECT ch.*, ce.Name, cs.Name AS Shop_Name, cs.Location, cs.District, cs.Number_products, cs.Manager_name FROM capped_start_from AS ch JOIN cleaned_employee AS ce ON ch.Employee_ID = ce.Employee_ID JOIN cleaned_shop AS cs ON ch.Shop_ID = cs.Shop_ID",### NOTES | No quality-repairs required.,False,False,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_34,dog_kennels,filter_agg,tot,6,SELECT COUNT(*) FROM Owners AS o WHERE NOT o.owner_id IN (SELECT d.owner_id FROM Dogs AS d),"WITH base AS (SELECT * FROM Owners), dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY owner_id ORDER BY rowid DESC) AS rn FROM base) SELECT COUNT(*) FROM dedup AS o WHERE o.rn = 1 AND NOT o.owner_id IN (SELECT d.owner_id FROM Dogs AS d)",### NOTES | No quality-repairs required.,False,True,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_35,dog_kennels,group_having,tot,8,SELECT DISTINCT d.name FROM Owners AS o JOIN Dogs AS d ON o.owner_id = d.owner_id JOIN Treatments AS t ON d.dog_id = t.dog_id JOIN Charges AS c ON t.charge_id = c.charge_id GROUP BY d.dog_id HAVING SUM(c.charge_amount) <= 1000,"WITH DogTotals AS (SELECT d.dog_id, d.name, SUM(c.charge_amount) AS total_charges FROM Owners AS o JOIN Dogs AS d ON o.owner_id = d.owner_id JOIN Treatments AS t ON d.dog_id = t.dog_id JOIN Charges AS c ON t.charge_id = c.charge_id GROUP BY d.dog_id, d.name), FilteredDogs AS (SELECT dt.dog_id, dt.name FROM DogTotals AS dt WHERE dt.total_charges <= 1000) SELECT DISTINCT fd.name FROM FilteredDogs AS fd",### NOTES | No quality-repairs required.,False,False,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
stage1_36,employee_hire_evaluation,group_having,tot,6,SELECT DISTINCT City FROM employee WHERE Age < 30 GROUP BY City HAVING COUNT(Employee_ID) > 1,"WITH dedup_employee AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Employee_ID ORDER BY rowid DESC) AS rn FROM employee) SELECT DISTINCT City FROM dedup_employee WHERE Age < 30 GROUP BY City HAVING COUNT(Employee_ID) > 1",## NOTES | No quality-repairs required.,False,True,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
stage1_37,dog_kennels,group_having,tot,6,SELECT DISTINCT d.name FROM Dogs AS d JOIN Treatments AS t ON d.dog_id = t.dog_id WHERE t.cost_of_treatment <= 1000,"WITH HighCostTreatments AS (SELECT dog_id FROM Treatments WHERE cost_of_treatment > 1000), FilteredDogs AS (SELECT DISTINCT d.dog_id, d.name FROM Dogs AS d LEFT JOIN HighCostTreatments AS hct ON d.dog_id = hct.dog_id WHERE hct.dog_id IS NULL) SELECT name FROM FilteredDogs",### NOTES | No quality-repairs required.,False,False,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_38,cre_Doc_Template_Mgt,group_having,tot,6,SELECT Template_ID FROM Documents GROUP BY Template_ID HAVING COUNT(*) > 1,"WITH base AS (SELECT * FROM Documents), dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Document_ID ORDER BY rowid DESC) AS rn FROM base) SELECT Template_ID FROM dedup WHERE rn = 1 GROUP BY Template_ID HAVING COUNT(*) > 1",### NOTES | No quality-repairs required.,True,True,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_39,cre_Doc_Template_Mgt,group_having,tot,4,SELECT Document_ID FROM Paragraphs GROUP BY Document_ID HAVING COUNT(*) >= 2,"WITH base AS (SELECT * FROM Paragraphs), dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Document_ID ORDER BY rowid DESC) AS rn FROM base) SELECT Document_ID FROM dedup WHERE rn = 1 GROUP BY Document_ID HAVING COUNT(*) >= 2",### NOTES | No quality-repairs required.,True,True,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stage1_40,cre_Doc_Template_Mgt,group_having,tot,5,SELECT p1.Document_ID FROM Paragraphs AS p1 JOIN Paragraphs AS p2 ON p1.Document_ID = p2.Document_ID AND p1.Paragraph_ID < p2.Paragraph_ID GROUP BY p1.Document_ID HAVING COUNT(p2.Paragraph_ID) BETWEEN 0 AND 1,"WITH dedup_paragraphs AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Paragraph_ID ORDER BY rowid DESC) AS rn FROM Paragraphs), filtered_paragraphs AS (SELECT * FROM dedup_paragraphs WHERE rn = 1), counted_documents AS (SELECT p1.Document_ID, COUNT(p2.Paragraph_ID) AS paragraph_count FROM filtered_paragraphs AS p1 LEFT JOIN filtered_paragraphs AS p2 ON p1.Document_ID = p2.Document_ID AND p1.Paragraph_ID < p2.Paragraph_ID GROUP BY p1.Document_ID) SELECT Document_ID FROM counted_documents WHERE paragraph_count BETWEEN 0 AND 1",### NOTES | No quality-repairs required.,False,False,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
stage1_41,cre_Doc_Template_Mgt,group_having,tot,5,SELECT Template_Type_Code FROM Templates GROUP BY Template_Type_Code HAVING COUNT(*) < 3,"WITH base AS (SELECT * FROM Templates), dedup AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY Template_Type_Code ORDER BY rowid DESC) AS rn FROM base) SELECT Template_Type_Code FROM dedup WHERE rn = 1 GROUP BY Template_Type_Code HAVING COUNT(*) < 3",### NOTES | No quality-repairs required.,True,True,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
